stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
ABCH,"Abbé Chérel",,47.21003396,-1.65155368,,,1,,
ABDU,"Abel Durand",,47.22024715,-1.60339908,,,1,,
ABOL,"Adrienne Bolland",,47.26791335,-1.47684627,,,1,,
ACHA,"Angle Chaillou",,47.26977274,-1.57198411,,,1,,
ADBO,"Audubon",,47.21393087,-1.72309726,,,1,,
ADEL,"Aimé Delrue",,47.20899731,-1.55009787,,,1,,
ADPI,"Avenue des Pins",,47.25335508,-1.59657911,,,1,,
AECL,"Aéroclub",,47.15935541,-1.59825918,,,1,,
AEPO,"D2A - Aéroport",,47.15686676,-1.59728407,,,1,,
AESP,"Aérospatiale",,47.16135928,-1.58704949,,,1,,
AFRA,"Anatole France",,47.22392580,-1.57207157,,,1,,
AGBE,"L'Angebert",,47.14054089,-1.45576884,,,1,,
AGDR,"Angebardière",,47.16952245,-1.50523377,,,1,,
AGVI,"Angevinière",,47.24599501,-1.61164521,,,1,,
AIBU,"Airbus",,47.15798559,-1.59089584,,,1,,
AIGU,"Aiguillon",,47.25447241,-1.49652294,,,1,,
ALCH,"Champ de l'Alouette",,47.28282777,-1.58008630,,,1,,
ALDE,"Allende",,47.17534325,-1.62321096,,,1,,
ALNE,"Aulne",,47.27633116,-1.63837020,,,1,,
AMCA,"Armoricaine",,47.25827307,-1.64747915,,,1,,
AMER,"Américains",,47.23612591,-1.56820260,,,1,,
AMPE,"Ampère",,47.26076619,-1.55333274,,,1,,
ANGE,"Les Anges",,47.27520418,-1.63709529,,,1,,
ANTO,"Antons",,47.25784698,-1.62323668,,,1,,
APAV,"Apave",,47.22539944,-1.64741053,,,1,,
APER,"Ampère",,47.30227711,-1.50789738,,,1,,
APRE,"Ambroise Paré",,47.22907805,-1.60854526,,,1,,
AQUI,"Aquitaine",,47.20985019,-1.61505823,,,1,,
ARAG,"Arago",,47.30355064,-1.50481141,,,1,,
ARBO,"Arbois",,47.25844466,-1.58200407,,,1,,
ARCA,"Arcades",,47.21187953,-1.65288093,,,1,,
ARGO,"Argonautes",,47.30242198,-1.48182549,,,1,,
ARMO,"Armorique",,47.27147205,-1.44534382,,,1,,
AROR,"Armor",,47.23107086,-1.63183278,,,1,,
ATAR,"Antarès",,47.28171329,-1.45983230,,,1,,
AUCP,"La Chapelle Aulnay",,47.30814501,-1.54248265,,,1,,
AUFR,"L'Aufrère",,47.16804829,-1.52507017,,,1,,
AUGE,"Augé",,47.19496578,-1.51736648,,,1,,
AURR,"Aurore",,47.26487732,-1.58088793,,,1,,
AVEN,"Aveneaux",,47.23393311,-1.62979710,,,1,,
BABI,"Barbinière",,47.15985795,-1.48169668,,,1,,
BAGA,"Bagatelle",,47.24354938,-1.61992939,,,1,,
BAIE,"Babinière",,47.25920497,-1.54620749,,,1,,
BAIR,"Bel Air",,47.22544151,-1.55922545,,,1,,
BALI,"Balinière",,47.18598939,-1.55397615,,,1,,
BANS,"Bois des Anses",,47.24659645,-1.49503252,,,1,,
BARR,"La Barre",,47.30881395,-1.38257905,,,1,,
BAST,"Bastille",,47.17903610,-1.59693154,,,1,,
BATI,"Batignolles",,47.25560851,-1.52993977,,,1,,
BAUG,"Baugerie",,47.20378578,-1.52024833,,,1,,
BAVO,"Basse Orévière",,47.22040673,-1.65893741,,,1,,
BBON,"Boisbonne",,47.28686058,-1.50837641,,,1,,
BCES,"Bois Cesbron",,47.26105406,-1.62426809,,,1,,
BCGA,"Bd Charles Gautier",,47.22282517,-1.60702642,,,1,,
BCHE,"Basse Chênaie",,47.24147198,-1.50828681,,,1,,
BCNY,"Bas-Chantenay",,47.19821371,-1.58922286,,,1,,
BCOI,"Branchoire",,47.21790221,-1.60349077,,,1,,
BCTT,"Blanchet",,47.17166881,-1.54329386,,,1,,
BDAN,"Bd des Anglais",,47.22671207,-1.58285255,,,1,,
BDEL,"Baudelaire",,47.23394462,-1.59263911,,,1,,
BDGL,"Bodiguel",,47.19847811,-1.65492143,,,1,,
BDIN,"Bodinière",,47.21000731,-1.64190242,,,1,,
BDLA,"Bout des Landes",,47.26744242,-1.58226680,,,1,,
BDNN,"Bourdonnais",,47.20555361,-1.57998111,,,1,,
BDOU,"Bd de Doulon",,47.22469671,-1.51977291,,,1,,
BDPA,"Bout des Pavés",,47.25287837,-1.57617252,,,1,,
BDRI,"Bourderies",,47.20664094,-1.59565658,,,1,,
BDSP,"Bd des Sports",,47.16568524,-1.46890634,,,1,,
BEDR,"Bel endroit",,47.15470661,-1.63396536,,,1,,
BEGE,"Beauger",,47.23429829,-1.55299443,,,1,,
BEHI,"Béhinière",,47.19701789,-1.79093353,,,1,,
BEIL,"Beillevaire",,47.24938735,-1.60726607,,,1,,
DPBL,"Bêle",,47.26472488,-1.51048865,,,1,,
BEMZ,"Belges-Montbazon",,47.23461282,-1.54098400,,,1,,
BENA,"Beaulieu",,47.20394287,-1.53704358,,,1,,
BEOC,"Belloc",,47.20301761,-1.61468583,,,1,,
BESS,"Bessonneau",,47.21462890,-1.71349968,,,1,,
BETO,"Belle Etoile",,47.28018099,-1.45165075,,,1,,
BEVA,"Beauvaiserie",,47.13626061,-1.65424636,,,1,,
BGAR,"Bonne Garde",,47.19675253,-1.53123758,,,1,,
BGCY,"Beaugency",,47.20379533,-1.49024992,,,1,,
BGLA,"Basse-Goulaine",,47.21035767,-1.46613590,,,1,,
BGNN,"Bourgonnière",,47.20665360,-1.65553130,,,1,,
BGOG,"Bourgogne",,47.24658562,-1.58907096,,,1,,
BGRI,"Bougrière",,47.25501604,-1.47195795,,,1,,
BGSH,"Bergerie",,47.23794964,-1.62824352,,,1,,
BGTT,"Bergeronnettes",,47.23935271,-1.60044248,,,1,,
BGUT,"Louis Breguet",,47.27204868,-1.46615873,,,1,,
BGVI,"Bougainville",,47.19894579,-1.58359414,,,1,,
BHAR,"Bois Hardy",,47.19827606,-1.60059220,,,1,,
BHLR,"Basse Hillière",,47.28666678,-1.42683097,,,1,,
BIAN,"Aristide Briand",,47.29630642,-1.49515607,,,1,,
BIEE,"Belle Île",,47.22405887,-1.73219604,,,1,,
BIGN,"Bignons",,47.19981789,-1.49340125,,,1,,
BILE,"Basse Ile",,47.19567263,-1.56326908,,,1,,
BIND,"Basse Indre",,47.19786018,-1.67271604,,,1,,
BIOT,"Bigeottière",,47.25591197,-1.61925685,,,1,,
BJLI,"Bois Jaulin",,47.17757559,-1.63685031,,,1,,
BJOI,"Beaujoire",,47.25884014,-1.52488181,,,1,,
BLAV,"Balavoine",,47.30648713,-1.55427932,,,1,,
BLCH,"Blancho",,47.21315286,-1.73493592,,,1,,
BLDR,"Boulodrome",,47.25762607,-1.51540161,,,1,,
BLEM,"Belem",,47.26563709,-1.45300144,,,1,,
BLGO,"Berligout",,47.21576179,-1.67855238,,,1,,
BLL9,"Bellestre",,47.14846357,-1.69436915,,,1,,
BLLE,"Bellestre",,47.14793376,-1.69406522,,,1,,
BLNO,"Bois de La Noé",,47.14178867,-1.67142407,,,1,,
BLOR,"Blordière",,47.17991242,-1.53385179,,,1,,
BLSL,"Bellevue",,47.23532853,-1.47359725,,,1,,
BLUA,"Bélouga",,47.16580200,-1.58354505,,,1,,
BLVU,"Mendès-France-Bellevue",,47.20852569,-1.61165603,,,1,,
BLZZ,"Berlioz",,47.23952704,-1.57149266,,,1,,
BNCH,"Blanchetière",,47.28986239,-1.55584836,,,1,,
BNET,"Bignonnet",,47.17553725,-1.46511578,,,1,,
BNIE,"Bournière",,47.25439588,-1.45524697,,,1,,
BNLU,"Bénélux",,47.25411511,-1.49914288,,,1,,
BNNO,"Bernanos",,47.20619828,-1.61386335,,,1,,
BNON,"Bignon",,47.24908296,-1.59771985,,,1,,
BNTA,"BN",,47.18431325,-1.49651937,,,1,,
BNVI,"Bonneville",,47.24395451,-1.53637116,,,1,,
BOCE,"Centre de Bouguenais",,47.17931447,-1.62297628,,,1,,
BODO,"Bourdonnières",,47.18642894,-1.52216850,,,1,,
BOFA,"Bouffay",,47.21460870,-1.55195955,,,1,,
BOGE,"Bourgeonnière",,47.25293409,-1.56122882,,,1,,
BOLL,"Bois Tillac",,47.20015480,-1.77121795,,,1,,
BOND,"Bonde",,47.22261834,-1.55214517,,,1,,
BORL,"Bourrelière",,47.15831350,-1.49835581,,,1,,
BOSI,"Boissière",,47.25512278,-1.56575384,,,1,,
BOTI,"Boutière",,47.15724784,-1.46804280,,,1,,
BOUE,"Bio Ouest Laënnec",,47.23270638,-1.64187191,,,1,,
BOVR,"Bouvre",,47.17821183,-1.61311926,,,1,,
BPTY,"Boulay Paty",,47.22881389,-1.57665988,,,1,,
BRAG,"Bois Raguenet",,47.26664252,-1.60046790,,,1,,
BRBI,"Bois Robillard",,47.23568017,-1.51990372,,,1,,
BRCH,"Bréchetière",,47.28477709,-1.50332935,,,1,,
BRDI,"Briandière",,47.18970915,-1.69205782,,,1,,
BRET,"Bretonnière",,47.16651436,-1.46289052,,,1,,
BRGA,"Beauregard",,47.21076342,-1.65649887,,,1,,
BRIN,"Brains",,47.17083697,-1.71903724,,,1,,
BRLA,"Brouillard",,47.27313261,-1.51493135,,,1,,
BRNI,"Baronnière",,47.25958948,-1.60391744,,,1,,
BROS,"Brossais",,47.16258113,-1.58555429,,,1,,
BRTA,"Bretagne",,47.21709924,-1.55822138,,,1,,
BRUN,"Bruneau",,47.22798014,-1.56139363,,,1,,
BRVI,"Boris Vian",,47.15316280,-1.68363101,,,1,,
BSAN,"Bobby Sands",,47.22988866,-1.65303418,,,1,,
BSEJ,"Beauséjour",,47.23837392,-1.58688119,,,1,,
BSIS,"Bossis",,47.21250988,-1.71228171,,,1,,
BSNI,"Bussonnière",,47.26902545,-1.44305373,,,1,,
BSOL,"Beau Soleil",,47.17766190,-1.64478281,,,1,,
BSTI,"Bastière",,47.14843797,-1.45936421,,,1,,
BSYS,"Bois St-Lys",,47.30043659,-1.48194835,,,1,,
BTAI,"Brétinais",,47.22170065,-1.66577687,,,1,,
BTCY,"Lycée Bois Tillac",,47.20343111,-1.77027988,,,1,,
BTEC,"Bretéché",,47.22525856,-1.54863519,,,1,,
BTIE,"Bottière",,47.24024313,-1.51811685,,,1,,
BTLE,"Bouteillerie",,47.22167159,-1.54282219,,,1,,
BTRA,"Bertrand",,47.25712789,-1.57568980,,,1,,
BUGA,"Bugallière",,47.25995304,-1.63794611,,,1,,
BULA,"Butte des Landes",,47.16080750,-1.49378067,,,1,,
BUON,"Bougon",,47.17424115,-1.61071290,,,1,,
BUSS,"Buisson",,47.26062797,-1.48743916,,,1,,
BVDI,"Bouvardière",,47.23843650,-1.59825906,,,1,,
BVER,"Bouvernière",,47.23761711,-1.61168790,,,1,,
BVOI,"Beauvoir",,47.17851239,-1.63057890,,,1,,
BYCE,"Centre de Bouaye",,47.14396012,-1.69178590,,,1,,
BYGA,"Gare de Bouaye",,47.13847955,-1.68107712,,,1,,
BYTO,"Bouaye Coteaux",,47.16477019,-1.67882328,,,1,,
BZAR,"Buzardières",,47.20732049,-1.65967851,,,1,,
CABR,"Cabrol",,47.20328093,-1.58853732,,,1,,
CACE,"Centre de Carquefou",,47.29715228,-1.49137760,,,1,,
CADO,"Cadoire",,47.25673385,-1.48808660,,,1,,
CAGE,"Chalonges",,47.27613635,-1.42939758,,,1,,
CAHL,"Charlière",,47.32102226,-1.55057037,,,1,,
CAIO,"Caillou Blanc",,47.29867619,-1.58548503,,,1,,
CALI,"Californie",,47.19126412,-1.58435283,,,1,,
CANC,"Canclaux",,47.21383670,-1.57477131,,,1,,
CAPE,"Capellia",,47.27971448,-1.55497680,,,1,,
CARQ,"Carquefou",,47.30364730,-1.48562028,,,1,,
CAST,"Castorama",,47.25888736,-1.50729045,,,1,,
CATI,"Cartier",,47.26816466,-1.45556222,,,1,,
CATV,"CAT Vertonne",,47.18416147,-1.48210907,,,1,,
CAUX,"Château D'Aux",,47.18536593,-1.67455481,,,1,,
CBAC,"Bac de Couëron",,47.20598337,-1.75170597,,,1,,
CBEA,"Charbonneau",,47.30085125,-1.48846524,,,1,,
CBGE,"Chapeau Berger",,47.17100393,-1.46875604,,,1,,
CBIN,"Corbinerie",,47.16143945,-1.54215663,,,1,,
CBLE,"Chemin Bleu",,47.17822772,-1.52501183,,,1,,
CBOU,"Couëron Bougon",,47.22508102,-1.73386051,,,1,,
CBRD,"Claude Bernard",,47.22311184,-1.61180715,,,1,,
CBSS,"Cambronne",,47.20658880,-1.50644117,,,1,,
CBTE,"Choblèterie",,47.13621221,-1.46140176,,,1,,
CCAN,"Couchant",,47.26838555,-1.59953772,,,1,,
CCDI,"Cochardières",,47.22981663,-1.63425208,,,1,,
CCHA,"Couchant",,47.27010426,-1.51391920,,,1,,
CCLA,"Cimetière de la Classerie",,47.17078005,-1.55894662,,,1,,
CCOU,"Champ de Courses",,47.24498315,-1.56197183,,,1,,
CCRE,"Chêne Creux",,47.17040404,-1.54874939,,,1,,
CDAN,"Chêne des Anglais",,47.26153883,-1.57310197,,,1,,
CDCO,"Cité des Congrès",,47.21349660,-1.54487307,,,1,,
CDMA,"Champ de Manoeuvre",,47.27270482,-1.50074174,,,1,,
CEDR,"Cèdre",,47.29944073,-1.56025341,,,1,,
CEER,"Chapellerie",,47.28291508,-1.42312581,,,1,,
CELL,"Le Cellier",,47.32361957,-1.34771920,,,1,,
CFOI,"Champ de Foire",,47.12424017,-1.61890717,,,1,,
CGAU,"Cimetière de la Gaudinière",,47.24319834,-1.58273839,,,1,,
CGLA,"Chêne Gala",,47.18315380,-1.53923829,,,1,,
CHAB,"Chabossière",,47.21545342,-1.68223079,,,1,,
CHBE,"Chambelles",,47.23162967,-1.53058634,,,1,,
CHER,"Cochère",,47.20269502,-1.77828605,,,1,,
CHFL,"Champ Fleuri",,47.14383024,-1.52477660,,,1,,
CHGN,"Châtaigniers",,47.22215639,-1.60287866,,,1,,
CHIN,"La Chesnaie",,47.28165303,-1.53751539,,,1,,
CHLI,"Cholière",,47.25102707,-1.60672562,,,1,,
CHME,"Charmes",,47.19080195,-1.46104727,,,1,,
CHNI,"Charbonnière",,47.26367965,-1.64219263,,,1,,
CHOC,"Chocolaterie",,47.24280469,-1.52769143,,,1,,
CHPO,"Champonnière",,47.16365142,-1.50573699,,,1,,
CHRE,"Chalâtres",,47.23183531,-1.53787365,,,1,,
CHSS,"Chaussée",,47.17664867,-1.52106736,,,1,,
CHTE,"Châtelets",,47.19716114,-1.54051696,,,1,,
CHVE,"Chauvais",,47.33733351,-1.57163166,,,1,,
CHZY,"Chanzy",,47.22403084,-1.54497641,,,1,,
CIFA,"CIFAM",,47.26672891,-1.48814027,,,1,,
CIGL,"Chai Gallais",,47.13687684,-1.72161486,,,1,,
CIVL,"Circuit du Vallon",,47.27365771,-1.44735100,,,1,,
CJOS,"Cimetière de St-Joseph-de-Porterie",,47.26813697,-1.52158403,,,1,,
CLAM,"Clos Ami",,47.21214757,-1.65554467,,,1,,
CLBO,"Clos Bonnet",,47.18917694,-1.56358856,,,1,,
CLCC,"Centre René Gauducheau",,47.23850738,-1.63820369,,,1,,
CLET,"Clétras",,47.25520287,-1.51244909,,,1,,
CLGE,"Chalonges",,47.18916104,-1.47255701,,,1,,
CLMO,"Cimetière de La Montagne",,47.18729268,-1.68645864,,,1,,
CLNA,"Colonac",,47.22412843,-1.60315611,,,1,,
CLOT,"Clotais",,47.19302513,-1.71820783,,,1,,
CLPT,"Clépettre",,47.29664257,-1.54707526,,,1,,
CLRO,"Clos Roux",,47.19812466,-1.74978398,,,1,,
CLSE,"Closeaux",,47.23995337,-1.62759856,,,1,,
CLTT,"Châlet",,47.22936286,-1.54443781,,,1,,
CLUE,"Clouet",,47.16744204,-1.51089539,,,1,,
CLZE,"Clouzeaux",,47.17930576,-1.49272643,,,1,,
CMAR,"Cirque - Marais",,47.21812764,-1.55710651,,,1,,
CMCI,"Clémencière",,47.26944711,-1.43567411,,,1,,
CMLL,"Charmille",,47.25708257,-1.60611395,,,1,,
CMNE,"Commune 1871",,47.19933781,-1.49970975,,,1,,
CMOU,"Clos du Moulin",,47.14512195,-1.52117338,,,1,,
CMRA,"Cormerais",,47.19475301,-1.62715773,,,1,,
CMSY,"Carrière Misery",,47.19987097,-1.58022598,,,1,,
CMUS,"Camus",,47.21921361,-1.57291706,,,1,,
CNAV,"Chantiers Navals",,47.20895696,-1.56727727,,,1,,
CNCE,"Chenonceau",,47.27263937,-1.43444392,,,1,,
CNGO,"Congo",,47.24067675,-1.60913647,,,1,,
CNLA,"Canal",,47.21611800,-1.47170042,,,1,,
CNNT,"Chemin Nantais",,47.28869323,-1.43372399,,,1,,
CNON,"Chinon",,47.27416824,-1.42899425,,,1,,
CNTR,"Centaure",,47.17007260,-1.62717988,,,1,,
CNVR,"Chêne Vert",,47.28625269,-1.43950764,,,1,,
COAY,"Corlay",,47.20794884,-1.64412854,,,1,,
COCH,"Cochard",,47.22402387,-1.55052864,,,1,,
COET,"Les Couëts",,47.18064454,-1.58674555,,,1,,
COHO,"Chohonnière",,47.26319622,-1.48603530,,,1,,
COLI,"Colinière",,47.23588821,-1.50828208,,,1,,
COMM,"Commerce",,47.21357223,-1.55598188,,,1,,
CONI,"Corniche",,47.25261848,-1.59440839,,,1,,
COQU,"Coquelicots",,47.22253956,-1.72930385,,,1,,
CORA,"Conraie",,47.26092905,-1.58840441,,,1,,
COST,"Cousteau",,47.23978169,-1.51305831,,,1,,
COTA,"Coutancière",,47.30620126,-1.56008462,,,1,,
COUD,"Coudray",,47.23213372,-1.54239100,,,1,,
CP3R,"Chapelles",,47.16354476,-1.53847942,,,1,,
CP4L,"Chapelle Laënnec",,47.23536751,-1.63783808,,,1,,
CPER,"Copernic",,47.21490409,-1.56453873,,,1,,
CPGT,"Capitaine Grant",,47.26174126,-1.66956890,,,1,,
CPRE,"Chaupières",,47.24317344,-1.49505175,,,1,,
CPTE,"Chapelet",,47.13244380,-1.64221491,,,1,,
CQGU,"Chat-qui-Guette",,47.19196413,-1.69711679,,,1,,
CQLU,"Coqueluchon",,47.18410051,-1.47034749,,,1,,
CRAI,"Clairais",,47.27556478,-1.43862013,,,1,,
CRBE,"Corberie",,47.15205072,-1.52404890,,,1,,
CRCE,"Courocerie",,47.25176590,-1.49937116,,,1,,
CREZ,"Château de Rezé",,47.18480505,-1.55970300,,,1,,
CRME,"Crémetterie",,47.21820708,-1.60774358,,,1,,
CRNO,"Corbon",,47.21332134,-1.46092737,,,1,,
CROU,"Chemin Rouge",,47.25187752,-1.51763293,,,1,,
CRPO,"Criport",,47.15831755,-1.50363779,,,1,,
CRQU,"Place du Cirque",,47.21696410,-1.55688963,,,1,,
CRRO,"Claire Roman",,47.15472868,-1.59131723,,,1,,
CRSA,"Croissant",,47.24055106,-1.53043801,,,1,,
CRTI,"Crétinières",,47.27653350,-1.55315709,,,1,,
CRVA,"Cravate",,47.24327939,-1.58829920,,,1,,
CSAY,"Chassay",,47.24585540,-1.48479561,,,1,,
CSCL,"Cimetière St-Clair",,47.21656884,-1.59242049,,,1,,
CSER,"La Chapelle-sur-Erdre",,47.29942423,-1.55005779,,,1,,
CSGR,"Cassegrain",,47.18778887,-1.48950197,,,1,,
CSHB,"Carrières",,47.20824349,-1.63820250,,,1,,
CSIB,"Clos Siban",,47.21023004,-1.64588445,,,1,,
CSMP,"Casimir Périer",,47.23198412,-1.56816468,,,1,,
CSRI,"Classerie",,47.16808464,-1.55875054,,,1,,
CSTA,"Collège Ste-Anne",,47.29495652,-1.49241167,,,1,,
CSTE,"Casterneau",,47.22714308,-1.53277404,,,1,,
CSVA,"Conservatoire",,47.20704960,-1.53303919,,,1,,
CTAR,"Cotalard",,47.28614972,-1.53770908,,,1,,
CTBO,"Coteaux",,47.18437689,-1.66932799,,,1,,
CTEU,"Caboteurs",,47.18638564,-1.58743057,,,1,,
CTIE,"Châtelier",,47.18484027,-1.59313035,,,1,,
CTLI,"Courteline",,47.23657256,-1.58688127,,,1,,
CTNS,"Carterons",,47.21822349,-1.73928815,,,1,,
CTOR,"Clos Toreau",,47.19412346,-1.52906560,,,1,,
CTRE,"Chantrerie",,47.28171379,-1.51687336,,,1,,
CTYY,"Coty",,47.24898498,-1.48819363,,,1,,
CUGA,"Gare de Couëron",,47.22173732,-1.72395416,,,1,,
CUIE,"Chausserie",,47.14911471,-1.70405679,,,1,,
CUPI,"Coupries",,47.19158591,-1.46731259,,,1,,
CURI,"Curie",,47.19046894,-1.48744749,,,1,,
CUVI,"Cuvier",,47.21046286,-1.57333508,,,1,,
CVBL,"Cheveux Blancs",,47.26546164,-1.63491548,,,1,,
CVDO,"Cimetière de Vieux Doulon",,47.23849235,-1.50040266,,,1,,
CVER,"Chapeau Verni",,47.18903931,-1.50874841,,,1,,
CVLE,"Chevalerie",,47.25221480,-1.54517072,,,1,,
CVNI,"Chauvinière",,47.25157511,-1.57210879,,,1,,
CVRN,"Cheverny",,47.24548843,-1.60539129,,,1,,
CVTI,"Convention",,47.21145223,-1.58662535,,,1,,
CXFS,"Croix des Fosses",,47.21332275,-1.46634663,,,1,,
CZIN,"Chézine",,47.23380498,-1.59937290,,,1,,
DAKK,"Danemark",,47.26194734,-1.49652975,,,1,,
DALB,"Dalby",,47.22546120,-1.52921491,,,1,,
DANU,"Danube",,47.30446031,-1.50183156,,,1,,
DAVU,"Davum",,47.26474579,-1.49633352,,,1,,
DAYA,"Dayat",,47.20086884,-1.67426307,,,1,,
DCAN,"Duchesse Anne-Château",,47.21630505,-1.54705966,,,1,,
DCFF,"Du Chaffault",,47.20748089,-1.58157605,,,1,,
DEMO,"Desmoulins",,47.23347087,-1.52133117,,,1,,
DERV,"Dervallières",,47.22889513,-1.59808602,,,1,,
DIAN,"Diane",,47.23966265,-1.57811502,,,1,,
DIDE,"Espace Diderot",,47.18451832,-1.56285281,,,1,,
DLCR,"Delacroix",,47.22360815,-1.58936784,,,1,,
DLLE,"Drillet",,47.23483550,-1.66623091,,,1,,
DLME,"Delorme",,47.21552854,-1.56471645,,,1,,
DMAI,"Domaine",,47.17844857,-1.46968144,,,1,,
DMUR,"Dumont d'Urville",,47.22587166,-1.63633918,,,1,,
DNAI,"Danais",,47.21360403,-1.58955904,,,1,,
DOCE,"Doucet",,47.27796857,-1.63266866,,,1,,
DOLT,"Dolto",,47.21650999,-1.63617274,,,1,,
DOME,"Doumer",,47.22182421,-1.57826385,,,1,,
DOTT,"Douettée",,47.20773331,-1.49912218,,,1,,
DPTE,"Déportés",,47.19715306,-1.49228559,,,1,,
DRAD,"Désirade",,47.27766816,-1.48415913,,,1,,
DRID,"Druides",,47.23861884,-1.50742048,,,1,,
DRLA,"Drouillard",,47.18013487,-1.67733351,,,1,,
DROI,"Droitière",,47.30794338,-1.37325031,,,1,,
DSAI,"Desaix",,47.22755156,-1.54205870,,,1,,
DSNE,"Desnerie",,47.27793949,-1.54081936,,,1,,
DUKA,"Dukas",,47.23488283,-1.60209701,,,1,,
DUNA,"Dunant",,47.24391081,-1.52155536,,,1,,
DUTR,"Duguay Trouin",,47.22429674,-1.61665433,,,1,,
EBCA,"Embarcadère",,47.19408468,-1.64653306,,,1,,
ECBU,"Écobuts",,47.19393956,-1.50764703,,,1,,
ECHO,"Échoppes",,47.14306629,-1.68643787,,,1,,
ECOS,"Écosse",,47.21510965,-1.52635200,,,1,,
ECSU,"École Centrale-Audencia",,47.24812474,-1.55161943,,,1,,
ECTE,"Enchanterie",,47.23061054,-1.52337263,,,1,,
EDIP,"Edith Piaf",,47.22827482,-1.62408849,,,1,,
EDNA,"Édit de Nantes",,47.21440179,-1.56873205,,,1,,
EDRE,"Erdreau",,47.29105998,-1.50126590,,,1,,
EGAN,"Eglantine",,47.23517102,-1.58836532,,,1,,
EGLI,"Egalité",,47.20922862,-1.58844494,,,1,,
EINS,"Einstein",,47.26413048,-1.57104228,,,1,,
ELIS,"Eglise",,47.16854462,-1.72018447,,,1,,
EMBE,"Embellie",,47.26545322,-1.51834723,,,1,,
ENCO,"Ennerie-Corbon",,47.14195730,-1.70523320,,,1,,
ENRI,"Ennerie",,47.14026156,-1.70734952,,,1,,
EPEL,"Écoles",,47.19752281,-1.75912140,,,1,,
EPIN,"Épinais",,47.13632633,-1.61055959,,,1,,
EPYY,"Epinay",,47.29225652,-1.48692328,,,1,,
EQPE,"Équipement",,47.22381394,-1.57536864,,,1,,
ERAC,"Erdre Active",,47.28314269,-1.54410872,,,1,,
ERDI,"Éraudière",,47.24301493,-1.53484831,,,1,,
ESCA,"Escall",,47.19939893,-1.50328200,,,1,,
ESOR,"Écoles",,47.14544898,-1.52753353,,,1,,
ESUE,"Eugène Sue",,47.23329312,-1.59589711,,,1,,
EUCA,"Europe",,47.26016090,-1.50420697,,,1,,
EUVE,"Europe",,47.17300614,-1.47629459,,,1,,
EVET,"École Vétérinaire",,47.29085918,-1.52348969,,,1,,
EVRD,"Evardière",,47.29879071,-1.56616373,,,1,,
FACU,"Facultés",,47.24682767,-1.55536079,,,1,,
FADI,"Fardière",,47.19850886,-1.60695252,,,1,,
FALI,"Fallières",,47.22494189,-1.57928530,,,1,,
FANE,"Faneurs",,47.21377376,-1.70193386,,,1,,
FATA,"Fantaisie",,47.25270197,-1.56809047,,,1,,
FAUV,"Fauvelière",,47.28299968,-1.50531922,,,1,,
FBAU,"François Baudry",,47.26228759,-1.67199149,,,1,,
FBLA,"Fresche Blanc",,47.25290149,-1.55686119,,,1,,
FDDR,"Fac de Droit",,47.24378992,-1.55196551,,,1,,
FDLE,"Fac de Lettres",,47.24541603,-1.55181925,,,1,,
FERI,"Ferrière",,47.24435750,-1.59102357,,,1,,
FFAU,"Félix Faure",,47.22698903,-1.56938663,,,1,,
FGRI,"Fief Guérin",,47.14388036,-1.66049085,,,1,,
FLAN,"Flandre",,47.28575364,-1.54681321,,,1,,
FLEU,"Fleuriaye",,47.29850645,-1.49941791,,,1,,
FLRI,"Floride",,47.21348186,-1.60369399,,,1,,
FLTR,"Flora Tristan",,47.17633201,-1.54389596,,,1,,
FLUR,"Fleurs",,47.21590864,-1.71809144,,,1,,
FMIT,"François Mitterrand",,47.22203468,-1.63790515,,,1,,
FNLL,"Fresnel",,47.24286067,-1.52333113,,,1,,
FNSO,"Fenaison",,47.26970664,-1.59248947,,,1,,
FOCH,"Foch-Cathédrale",,47.21870960,-1.55053909,,,1,,
FOND,"Fonderies",,47.20641203,-1.54396268,,,1,,
FORU,"Forum d'Orvault",,47.25407117,-1.61515199,,,1,,
FOTA,"Fontaine",,47.20554189,-1.48918540,,,1,,
FOUL,"Foulquier",,47.30981755,-1.54631189,,,1,,
FRAC,"Frachon",,47.21895013,-1.62022527,,,1,,
FRBA,"Frébaudière",,47.27246750,-1.62762836,,,1,,
FRCH,"Fraîches",,47.17455019,-1.48948053,,,1,,
FRET,"Forêt",,47.24434768,-1.57541602,,,1,,
FRGA,"Frégate",,47.23524567,-1.47610372,,,1,,
FRII,"François II",,47.21848493,-1.68311956,,,1,,
FRKL,"Franklin",,47.22598950,-1.61982047,,,1,,
FRMO,"Frémoire",,47.15328061,-1.47634280,,,1,,
FRNE,"Frênes",,47.25323850,-1.48757200,,,1,,
FRON,"Frêne Rond",,47.19026089,-1.49641680,,,1,,
FRRR,"Frères rousseau",,47.12616001,-1.62855094,,,1,,
FTAB,"Félix Tableau",,47.18801317,-1.54738515,,,1,,
FTDO,"Fructidor",,47.23934077,-1.56103150,,,1,,
GADO,"Gandonnière",,47.30703916,-1.54054855,,,1,,
GAGN,"Gagnerie",,47.23223083,-1.50722581,,,1,,
GAIL,"Garillère",,47.19240751,-1.52114610,,,1,,
GALH,"Galheur",,47.16673615,-1.57991548,,,1,,
GAMB,"Gambetta",,47.22352065,-1.53872569,,,1,,
